page_url,og:title,og:description,og:site_name,Title,Author,Published Date,Description,Ingredients,Nutrition Facts,Reviews
https://www.simplyrecipes.com/meatball-sub-recipe-7108244,Everyone Will Love These Homemade Meatball Subs,Meatball sub sandwiches are pure comfort food. Our recipe includes easy homemade meatballs combined with your favorite store-bought or homemade sauce and provolone on a hoagie roll.,Simply Recipes,Meatball Sub,Nick Evans,"February 14, 2023","Meatball Sub Recipe
Prep Time: 10 mins; Cook Time: 55 mins; Total Time: 65 mins; Servings: 4 servings; Yield: 4 sub sandwiches","1/3 cup whole milk, warmed, 1 slice white bread, crumbled, 1 pound ground beef (80 to 85% lean), 1/4 cup freshly grated Parmesan cheese, 1 large egg, 1/2 tablespoon fresh chopped parsley, 1 teaspoon kosher salt, 1/2 teaspoon dried oregano, 1 cup Italian breadcrumbs, for coating, 1/3 cup olive oil, for searing, 24 ounces good quality marinara sauce, 4 large hoagie rolls, 6 to 8 inches long, 1 tablespoon butter or olive oil, 8 slices provolone cheese, Fresh basil, for garnish, Banana peppers, for garnish (optional)","Calories: 829, Fat: 52g, Carbs: 37g, Protein: 52g",
https://www.simplyrecipes.com/grilled-chicken-caprese-sandwich-recipe-7546510,Grilled Chicken Caprese Sandwiches are the Perfect Summer Lunch,"This Italian-inspired grilled chicken Caprese sandwich takes everything you love about a classic Caprese salad and turns it into a filling, flavorful meal. The combination of mozzarella, tomatoes, juicy grilled chicken, and flavorful pesto is irresistible.",Simply Recipes,Grilled Chicken Caprese Sandwich,Hannah Zimmerman,"June 26, 2023","Grilled Chicken Caprese Sandwich Recipe
Prep Time: 15 mins; Cook Time: 6 mins; Marinate Time:: 30 mins; Total Time: 51 mins; Servings: 4 servings; Yield: 4 sandwiches","2 large boneless, skinless chicken breasts (about 1 1/2 pounds total), 2 tablespoons olive oil, 2 teaspoons Italian seasoning, 1/2 teaspoon salt, 1/4 teaspoon pepper, 4 ciabatta rolls, 1/4 cup pesto, store-bought or homemade, 1 (8-ounce) ball of mozzarella, sliced, 2 (8-ounce) beefsteak tomatoes, sliced, 20 to 24 leaf basil leaves, 2 tablespoons balsamic glaze, optional","Calories: 688, Fat: 30g, Carbs: 49g, Protein: 53g","[{'name': 'Laurel R', 'review': 'Such a delicious sandwich! Summery and flavorful and easy to make. I used heirloom tomatoes and added a few leaves of spinach.'}]"
https://www.simplyrecipes.com/oyster-po-boy-recipe-7100340,Transport Yourself to New Orleans With an Oyster Po’ Boy,A classic oyster po' boy recipe that will transport you to New Orleans.,Simply Recipes,Oyster Po’ Boy,Joy Monnerjahn,"November 04, 2024","Oyster Po’ Boy Recipe
Prep Time: 15 mins; Cook Time: 20 mins; Total Time: 35 mins; Servings: 4
to 5 servings","1 1/2 cups mayonnaise, 1/3 cup heavy cream, 1/4 cup Creole mustard, 3 tablespoons thinly sliced green onions, 1 tablespoon paprika, 2 teaspoons Cajun seasoning, such as Slap Ya Mama, 2 teaspoons horseradish, 1 teaspoon garlic powder, 1 teaspoon Louisiana hot sauce, 1 teaspoon sweet pickle relish, 1 cup self-rising cornmeal mix, such as White Lily, 1 cup all-purpose flour, 1 tablespoon Cajun seasoning, such as Slap Ya Mama, 1 1/2 teaspoons kosher salt, or to taste (adjust based on the saltiness of your oysters and Cajun seasoning), 1 1/2 teaspoons freshly ground black pepper, 2 to 3 quarts canola or vegetable oil, for frying, 1/2 gallon (about 40) freshly shucked oysters, in liquid, French bread, Shredded lettuce, Dill pickles, Sliced tomatoes, Sliced white onions","Calories: 714, Fat: 44g, Carbs: 43g, Protein: 35g","[{'name': 'Karishma P', 'review': 'The oysters were unbelievably crispy and well-flavored! They remained crispy even an hour after frying. Everyone loved the balance of flavors in the sandwich, with the combination of the salty, crispy oysters, the tangy pickles, the creamy remoulade, and the lettuce and tomatoes.'}]"
https://www.simplyrecipes.com/one-minute-cucumber-sandwich-recipe-8657595,The 1-Minute Cucumber Sandwich I'm Eating All Summer Long,All you need for the perfect summer sandwich is three ingredients and about one minute of time. I eat this easy cucumber sandwich all season long.,Simply Recipes,1-Minute Cucumber Sandwich,Laurel Randolph,"June 04, 2025","1-Minute Cucumber Sandwich Recipe
","1 Persian cucumber or a roughly 4-inch section cut from a hothouse cucumber, 2 slices bread, preferably whole wheat, 2 to 3 tablespoons vegetable or chive cream cheese, or to taste, Salt and freshly ground pepper, optional",,
https://www.simplyrecipes.com/how-to-make-the-best-tomato-sandwich-tomato-farmer-8666769,"How To Make the Best Tomato Sandwich, According to a Tomato Farmer","I talked to a tomato farmer, author, and educator about the absolute best way to make a tomato sandwich. His recommendation might surprise you.",Simply Recipes,The Best Tomato Sandwich,Rachel Levin,"June 04, 2025","The Best Tomato Sandwich Recipe
",,,
https://www.simplyrecipes.com/tomato-sandwich-with-ranch-recipe-8672257,The Best Way To Upgrade Your Tomato Sandwich,This tomato sandwich recipe gets a big flavor boost from a packet of Hidden Valley Ranch seasoning.,Simply Recipes,The Best Way To Upgrade Your Tomato Sandwich,Nathan Hutsenpiller,"August 11, 2024","The Best Way To Upgrade Your Tomato Sandwich
","1 (8-ounce) block cream cheese at room temperature, 1/2 cup mayonnaise, 1 (1-ounce) packet Hidden Valley Ranch seasoning, 2 slices white bread, 1 ripe tomato, sliced, 1 ripe avocado, sliced (optional)",,
https://www.simplyrecipes.com/marv-n-joe-tomato-sandwich-recipe-8661485,The Tomato Sandwich I've Been Making Since College,"During my college days, I fell in love with a tomato sandwich popular on campus called the Marv ‘n’ Joe. Named after two professors, I now make it at home every single summer.",Simply Recipes,The Tomato Sandwich I've Been Making Since College,Claudia Cash,"June 19, 2024","The Tomato Sandwich I've Been Making Since College
","1 large slice sourdough bread, cut in half, or 2 slices of smaller bread, 2 tablespoons garlic butter, divided, see tip below, 2 large slices heirloom tomato, 1 teaspoon olive oil, divided, 1 teaspoon balsamic vinegar, divided, 2 slices provolone cheese, Shaved Parmesan cheese, to taste",,
https://www.simplyrecipes.com/three-minute-tomato-sandwich-recipe-8682308,My Favorite Tomato Sandwich Takes 3 Minutes To Make,"Every summer, I can’t get enough of my home-grown tomatoes. My favorite thing to do with them is make this super easy, 3-minute tomato sandwich.",Simply Recipes,My Favorite Tomato Sandwich Takes 3 Minutes To Make,Emma Christensen,"June 24, 2025","My Favorite Tomato Sandwich Takes 3 Minutes To Make
","2 slices sandwich bread (I like sourdough), 2 slices provolone or other favorite cheese, or enough to cover your sandwich, Handful of fresh basil, 1/2 ripe avocado, 1 big tomato, sliced, or enough to cover your sandwich, Sprinkle of salt, preferably something flaky like Maldon",,
https://www.simplyrecipes.com/1-ingredient-upgrade-for-tastiest-tortilla-soup-8387636,The 1-Ingredient Upgrade for the Tastiest Tortilla Soup Ever,"Over a decade ago, Simply Recipes' founder Elise Bauer shared her easy trick for making the most flavorful tortilla soup. Try it once and you won't make it any other way.",Simply Recipes,The 1-Ingredient Upgrade for the Tastiest Tortilla Soup Ever,Myo Quinn,"November 21, 2023","The 1-Ingredient Upgrade for the Tastiest Tortilla Soup Ever
",,,
https://www.simplyrecipes.com/tomato-orzo-soup-recipe-8785940,The 20-Minute Dinner I Make When I’m Too Tired to Cook,"Store-bought mirepoix and jarred minced garlic make this pantry-friendly tomato orzo soup recipe ready in just 20 minutes. Bulked up with hearty chickpeas and creamy orzo pasta, it will keep you going on cold winter days!",Simply Recipes,The 20-Minute Dinner I Make When I’m Too Tired to Cook,Alexandra Shytsman,"February 11, 2025","Tomato Orzo Soup Recipe (20 Minutes)
","2 tablespoons extra-virgin olive oil, 3 cups fresh or frozen mirepoix (about 1 pound), 1/4 teaspoon salt, plus more to taste, 1 tablespoon jarred minced garlic, or 3 garlic cloves, minced, 1 teaspoon dried oregano, 1 teaspoon smoked paprika, Freshly ground black pepper, to taste, 1 quart (32 ounces), vegetable broth, 1 (15-ounce) can chickpeas, drained and rinsed, 1 (15-ounce) can tomato sauce, 1/2 cup orzo pasta, Minced fresh parsley, for serving, optional",,
https://www.simplyrecipes.com/easy-chorizo-sloppy-joes-recipe-8778480,This 15-Minute Sloppy Joes Has a Smart Shortcut,"Liven up the same old sloppy Joe with spicy, extra-savory chorizo. This dinner is ready in 15 minutes and is extra fun with avocado slices and crunchy corn chips.",Simply Recipes,This 15-Minute Sloppy Joes Has a Smart Shortcut,Sara Bir,"January 22, 2025","Chorizo Sloppy Joes Recipe (15 Minutes)
Prep Time: 5 mins; Cook Time: 15 mins; Total Time: 20 mins; Servings: 4 servings; Yield: 3 cups chorizo mixture","1 1/4 pounds  bulk fresh Mexican chorizo, 1 (8-ounce) package red chile enchilada sauce (preferably Frontera Red Chile Enchilada Sauce with Roasted Tomato and Garlic), 1/2 cup water, 4 sesame seed hamburger buns, split and toasted, 1 large avocado, thinly sliced, 3/4 cup corn chips (such as Fritos), roughly crushed if needed","Calories: 405, Fat: 22g, Carbs: 45g, Protein: 11g",
https://www.simplyrecipes.com/california-chicken-salad-recipe-8675411,The 4-Ingredient Chicken Salad I Make At Least Once a Week,"This light and easy California chicken salad requires just four ingredients and 10 minutes to make. Toss rotisserie chicken with store-bought dressing, red onion, and avocado for a satisfying lunch.",Simply Recipes,California Chicken Salad,"Sara Haas, RDN, LDN","April 25, 2025","California Chicken Salad Recipe (4 Ingredients, 10 Minutes)
Prep Time: 10 mins; Cook Time: 10 mins; Total Time: 20 mins; Servings: 4
to 6 servings","1/4 cup thinly sliced red onion, 2 cups chopped rotisserie chicken (from 1 rotisserie chicken), 1/2 cup creamy Vidalia onion salad dressing (or creamy Italian dressing), divided, 1 large avocado","Calories: 316, Fat: 26g, Carbs: 8g, Protein: 16g","[{'name': 'Eileen Santos', 'review': 'I prefer eating avocado as dessert by adding sugar and milk.....never tried on meals or bread....others use avocado in cakes,ice cream,milkshake sold commercially here in our local area-lhin from Markna.Phils'}, {'name': 'Laurel L', 'review': 'So quick and easy but delicious. I love the avocado since it adds extra creaminess without the mayo. I ate mine on whole grain bread with sprouts.'}]"
https://www.simplyrecipes.com/greek-salad-dressing-recipe-5225491,This Easy Greek Salad Dressing Is Elite,You’ll never have another boring salad again! Make this zippy and bright Greek salad dressing using pantry ingredients you probably already have.,Simply Recipes,Greek Salad Dressing,Laurel Randolph,"February 17, 2025","Fresh & Simple Greek Salad Dressing Recipe
Prep Time: 5 mins; Total Time: 5 mins; Servings: 6 servings; Yield: 1 scant cup","2 cloves garlic, finely minced or grated, 1/2 cup extra virgin olive oil, 3 tablespoons red wine vinegar, 2 tablespoons fresh lemon juice, 1 teaspoon dried oregano, 1/2 teaspoon kosher salt, plus more to taste, 1/4 teaspoon crushed red pepper flakes, 1/2 teaspoon Dijon mustard, 1 teaspoon honey, optional","Calories: 164, Fat: 18g, Carbs: 1g, Protein: 0g","[{'name': 'Jack Jones', 'review': 'Great flavor, only dressing I use now for all salads. Definitely more than the sum of its parts. Perfect blend, but sometimes I add a teaspoon of minced shallots if on hand.'}, {'name': 'Robin St Germain', 'review': 'Love this dressing!'}, {'name': 'Coco', 'review': 'This dressing was a nice change of pace from the balsamic vinaigrette we usually make in my house! Keeping it in rotation for sure. I added a little more salt and honey.'}]"
https://www.simplyrecipes.com/green-salad-with-fresh-herbs-and-red-wine-vinaigrette-recipe-5425444,Make This Super-Simple Salad in About 5 Minutes!,This super-simple salad is the perfect way to get greens on the table fast—and to use up any extra herbs you have lying around the house.,Simply Recipes,Green Salad with Fresh Herbs and Red Wine Vinaigrette ,Georgia Freedman,"July 12, 2022","Green Salad with Fresh Herbs and Red Wine Vinaigrette Recipe
Prep Time: 8 mins; Total Time: 8 mins; Servings: 4 servings","1 large head butter lettuce (about 9 inches wide at crown), 1/2 cup lightly packed flat-leaf parsley leaves, roughly chopped, 1/4 bunch chives (about 35 thin chives), cut crosswise into 1/2-inch pieces, 8 large mint leaves, very thinly sliced, 1 1/2 tablespoons olive oil, 2 teaspoons red wine vinegar, 1 teaspoon Dijon mustard, 1 teaspoon water, 1/4 teaspoon kosher salt, 1/8 teaspoon freshly ground black pepper","Calories: 48, Fat: 5g, Carbs: 0g, Protein: 0g","[{'name': 'Haley', 'review': 'I loved this vinaigrette and the fresh herbs in the salad. I will definitely be adding this to my rotation!'}, {'name': 'Kenna Crook', 'review': 'Amazing recipe.'}]"
https://www.simplyrecipes.com/trick-for-better-grilled-cheese-8379411,The Secret to a Better Grilled Cheese Sandwich,Say no to burnt bread and unmelted cheese. This is my easy trick for making better grilled cheese sandwiches.,Simply Recipes,"For the Best Grilled Cheese, Start in the Microwave",Munni Pramanik,"June 14, 2025","The One Trick for Better Grilled Cheese Sandwiches
",,,
https://www.simplyrecipes.com/sabich-recipe-5547677,"Try This Sabich Recipe, the Classic Israeli Street Food Sandwich","This classic vegetarian sandwich with unique layers of crispy fried eggplant, nutty tahini, boiled eggs, and refreshing Israeli salad.",Simply Recipes,Homemade Sabich,"Micah Siva, RD","November 01, 2024","Homemade Sabich Recipe (Israeli Street Food Sandwich)
Prep Time: 30 mins; Cook Time: 15 mins; Total Time: 45 mins; Servings: 4 servings; Yield: 4 sandwiches","Vegetable oil, for frying, 1 medium Globe eggplant or 2 medium Italian eggplants, cut into 1/2-inch rounds, Sea salt, for the fried eggplants, 1 plum tomato, diced, 1/2 English cucumber, diced, 2 tablespoons chopped flat leaf parsley, 2 tablespoons fresh lemon juice, 1/4 teaspoon sea salt, 1/4 teaspoon freshly ground black pepper, 1/4 cup tahini, 1 clove garlic, minced, 2 tablespoons fresh lemon juice, 1/4 teaspoon sea salt, Pinch of ground cumin, Pinch of freshly ground black pepper , 3 tablespoons water, plus more as needed, 4 (8-inch) pita, 1/4 cup store-bought or homemade hummus, 4 medium eggs, hard-boiled and peeled, 1/4 cup store-bought or homemade sliced pickles, Amba sauce, for serving (optional; see recipe note)","Calories: 605, Fat: 23g, Carbs: 85g, Protein: 21g",
https://www.simplyrecipes.com/hawaiian-roll-sliders-meat-sauce-and-parm-recipe-6744598,These Cheesy Pull-Apart Sliders Start with King's Hawaiian Rolls,These pull-apart rolls with meat sauce and Parm sliders are the ultimate crowdpleaser.,Simply Recipes,Hawaiian Roll Sliders with Meat Sauce and Parm,Laura Manzano,"April 04, 2025","Hawaiian Roll Sliders with Meat Sauce and Parm Recipe
Prep Time: 10 mins; Cook Time: 30 mins; Total Time: 40 mins; Servings: 6
to 8 servings","Nonstick cooking spray, 5 cloves garlic, grated , 1/2 cup (1 stick) unsalted butter, 2 1/2 teaspoons garlic powder, divided , 2 teaspoons kosher salt, plus more for garlic butter, 1/2 teaspoon freshly ground black pepper, plus more for garlic butter, 1 (12-count) package King's Hawaiian sweet rolls , 1 medium onion, diced (about 1 1/2 cups), 1 1/2 pounds ground beef (85% lean), 2 tablespoons Italian seasoning, 1 (6-ounce) can tomato paste, 1 cup water, 8 ounces sliced low-moisture mozzarella cheese (about 8 slices)","Calories: 656, Fat: 35g, Carbs: 46g, Protein: 38g","[{'name': 'Greg', 'review': 'Help a novice, will the recipe change by leaving out the beef, for a vegetarian meal?'}]"
