page_url,og:title,og:description,og:site_name,Title,Author,Published Date,Description,Ingredients,Nutrition Facts,Reviews
https://www.simplyrecipes.com/sand-tarts-recipe-8750597,This 200-Year-Old Cookie Recipe Is Just as Delicious Today,"Sand tarts are a classic retro cookie that dates back generations. They’re right in between buttery, crumbly shortbread and sugar cookies, with a pecan half pressed in the center. This foolproof recipe is ideal for Christmas, Easter, or any old gathering.",Simply Recipes,This 200-Year-Old Cookie Recipe Is Just as Delicious Today,Mark Beahm,"December 03, 2024","Sand Tarts Recipe
Prep Time: 40 mins; Cook Time: 13 mins; Chill: 60 mins; Total Time: 113 mins; Servings: 36 servings; Yield: 36 cookies","2 cups (240g) all-purpose flour, 1 cup (113g) powdered sugar, 1 teaspoon baking powder, 1/4 teaspoon salt, 10 tablespoons (140g) cold unsalted butter, diced into 1/2-inch cubes, 1 large egg yolk (reserve the white for the topping), 3 tablespoons cold water, 1 teaspoon vanilla extract, 36 pecan halves (about 1/2 cup or 2 ounces), 1 teaspoon ground cinnamon, 1/4 cup granulated sugar, 1 large egg white","Calories: 87, Fat: 5g, Carbs: 10g, Protein: 1g","[{'name': 'D Beck', 'review': 'My Pennsylvania-Dutch grandmother made these every year are Christmas, with a star-shaped cookie cutter and the almond. She’d give our family a tin of them when we visited, and I’d eat half of them on the 2-hour drive home.'}, {'name': 'Kendra Mathews ', 'review': 'I&#x27;m pretty sure they didnt have food processers 200 years ago lol. Just wondering if I can do it with a hand mixer.'}]"
https://www.simplyrecipes.com/scotcheroos-recipe-8751718,The Retro Dessert I Take to Every Holiday Party,"You can’t have a Midwestern gathering without bars. Scotcheroo bars are a classic chewy combination of peanut butter, chocolate, and butterscotch—and they’re no-bake!",Simply Recipes,The Retro Dessert I Take to Every Holiday Party,Maren Ellingboe King,"December 19, 2024","Scotcheroos Recipe
Prep Time: 10 mins; Cook Time: 5 mins; Rest: 60 mins; Total Time: 75 mins; Servings: 30 servings; Yield: 1 (9x13-inch) pan","Cooking spray, 1 cup light corn syrup, 3/4 cup (150g) granulated sugar, 1 1/2 cups creamy peanut butter, 1 teaspoon vanilla extract, 6 cups crispy rice cereal, 1 cup butterscotch chips, 1 cup semi-sweet chocolate chips, Flaky salt, for topping, optional","Calories: 198, Fat: 10g, Carbs: 27g, Protein: 3g","[{'name': 'Different ideas', 'review': 'Love! \nI&#x27;ve been making these forever, as a newlywed my father-in-law shared his recipe with me, almost the same:\nButter sides and bottom of 12x16 (jellyroll) pan\nBring to boil 1 cup corn syrup\nStir in1 cup sugar until dissolved \nRemove from heat\nStir in 16 oz jar of chunky peanut butter \n-- no vanilla\nAdd to 6 cups rice crispy cereal\nWorking quickly press into prepared pan, you can use a rolling pin to spread it out.\nMelt together 1 12oz package butterscotch chips and 2 12oz packages of semisweet chocolate and spread on top. Let set, but cut when chocolate is firm, but not hard. Never tried the salt flakes, but that sounds yummy! \nYes, I&#x27;ve made it so often over the decades since my wedding that I have it memorized, lol! It was always requested for school, sports, scout, etc parties.\nOn more than one occasion, I caught my kids eating it for breakfast claiming it was just chocolate cereal with peanut butter!'}, {'name': 'Toni ', 'review': 'My mom made these when I was 3 and up and for my other siblings. They are terrific 👍 👍 💯'}, {'name': 'Emma C', 'review': 'Gahhhh so good! These were the perfect mix of sweet and salty, peanut-buttery and chocolate-y, chewy and crispy. So so so good.'}]"
https://www.simplyrecipes.com/pumpkin-snickerdoodles-recipe-7775402,Pumpkin Spice Snickerdoodles are the Perfect Fall Cookie,Snickerdoodles get an autumn twist with the help of pumpkin purée and pumpkin pie spice. Make these soft and chewy pumpkin snickerdoodles for the cookie lovers in your life.,Simply Recipes,Pumpkin Snickerdoodles,Mark Beahm,"March 22, 2025","Pumpkin Snickerdoodles Recipe
Prep Time: 15 mins; Cook Time: 11 mins; Chill Time: 30 mins; Total Time: 56 mins; Servings: 24 servings; Yield: 2 dozen cookies","2 cups (240g) all-purpose flour, 1 1/2 teaspoons cream of tartar, 1 teaspoon pumpkin pie spice, 3/4 teaspoon baking soda, 1/2 teaspoon kosher salt, 3/4 cup (170g) unsalted butter, melted and cooled, 1/2 cup (120g) pumpkin purée, 1/2 cup (107g) light brown sugar, 1/2 cup (100g) granulated sugar, 1 large egg yolk, 1 teaspoon vanilla extract, 1/4 cup (50g) granulated sugar, 1 teaspoon pumpkin pie spice","Calories: 135, Fat: 6g, Carbs: 19g, Protein: 2g","[{'name': 'Steve', 'review': 'Could this be done with applesauce or maybe mashed apples with respective seasoning?'}, {'name': 'Stephanie L', 'review': 'Delicious snickerdoodle recipe with warm spices and a wonderful soft, chewy texture.'}, {'name': 'Sarah', 'review': ""I want to try making this, but I'm a little confused by the way you worded the oven rack placement.""}, {'name': 'Joy Borody Beggs', 'review': 'Are they supposed to be soft in the middle, like a pumpkin filling, or did I not bake them long enough?'}]"
https://www.simplyrecipes.com/jamaican-black-cake-recipe-8752083,The Cake I Make Every Single Christmas,"It just isn’t Christmas without a moist, flavorful black cake. A Jamaican classic, my recipe is easier and quicker to make than most, and tastes like the holidays.",Simply Recipes,The Cake I Make Every Single Christmas,Kalisa Marie Levette,"December 09, 2024","Jamaican Black Cake Recipe
Prep Time: 20 mins; Cook Time: 60 mins; Soak: 48 hrs; Total Time: 49 hrs 20 mins; Servings: 8
to 10 servings; Yield: 1 (9-inch) cake","5 1/2 ounces dried cherries, 4 ounces raisins, 4 ounces currants, 4 ounces prunes, 1 cup dark rum, or as needed, 2/3 cup sweet red wine, or as needed, 2 sticks (1 cup) unsalted butter, room temperature, plus more for the pan, 1/2 cup raw sugar, 1 teaspoon lime zest, 1 teaspoon lime juice, 1 teaspoon vanilla extract, 1/8 teaspoon Angostura bitters, 3 large eggs, at room temperature, 1 cup (130g) all-purpose or gluten-free flour, 1 teaspoon baking powder, 1/2 teaspoon ground cinnamon, 1/4 teaspoon nutmeg, 1/4 teaspoon ginger, 1/4 teaspoon salt, 3/4 cup dark rum, divided, 1 cup sweet red wine, 2 teaspoons browning","Calories: 539, Fat: 20g, Carbs: 62g, Protein: 5g","[{'name': 'Craig', 'review': 'Kalisa, I am so glad I came across your recipe! This was my first time making Black Cake on my own and I miss it every holiday here in the states. I looked at a few recipes and decided this is the one! \n\nIt tastes so close to the ones I grew up with I couldn&#x27;t believe I actually did it, my Christmas is finally complete! This is going to be my go-to recipe from now on. Hope you had a Christmas full of Black Cake and other delicious goodies!'}, {'name': 'Sylvia', 'review': 'I cannot find this browning, is there a recipe to make it at home/ Thanks'}, {'name': 'Coco M', 'review': 'Wow this is a seriously boozy cake! It&#x27;s not for the faint of heart. After two days of letting the rum soak in (I used the full 1/4 cup), it still has a boozy hit for sure. The texture is dense, and the flavor is full on rum raisin. The spices weren&#x27;t very discernible -- I might double them all if I made this again. I don&#x27;t know if that would be traditional, though. \n\nI like the idea of baking this in small pants to gift, especially if you know some folks who are big fans of fruit cake and rum!'}, {'name': 'Jenn', 'review': 'What do you use for the sweet red wine?'}, {'name': 'Deborah ', 'review': 'what is browning?'}]"
https://www.simplyrecipes.com/mint-brownies-recipe-8753797,The Retro Brownies I Make Every Year for the Holidays,"The holidays just aren’t the same without these retro mint brownies. Made with a boxed brownie mix, this recipe is easy to make, topped with mint cream and chocolate.",Simply Recipes,The Retro Brownies I Make Every Year for the Holidays,Kayla Hoang,"December 09, 2024","Mint Brownies Recipe
Prep Time: 20 mins; Cook Time: 45 mins; Chill Time: 2 hrs; Total Time: 3 hrs 5 mins; Servings: 16 servings; Yield: 1 (8-inch) pan of brownies","Cooking spray, for greasing the pan, 1 box fudgy brownie mix plus ingredients according to package directions, 1 stick (113g) unsalted butter, room temperature, 3 ounces (85g) cream cheese, room temperature, 2 1/4 teaspoons peppermint extract, 1 pinch kosher salt, 1 3/4 cups (198g) powdered sugar, 1 tablespoon heavy cream, Green liquid food coloring, optional, 3 ounces (85g) semi-sweet chocolate, chopped, 12 chocolate mints, such as Andes, finely chopped (about 1/3 cup), optional","Calories: 156, Fat: 10g, Carbs: 18g, Protein: 1g","[{'name': 'Laurel R', 'review': 'These are so nostalgic for me. Both of my grandmothers made these growing up. This recipe is easy, foolproof, and so delicious.'}]"
https://www.simplyrecipes.com/easy-jam-cake-recipe-8743465,The Easy Southern Cake I Make for the Holidays,"Kentucky jam cake is a regional treat, featuring spice cake spiked with jam and a caramel frosting. This easy recipe utilizes a spice cake mix and canned dulce de leche as clever shortcuts for a deliciously easy holiday dessert.",Simply Recipes,The Easy Southern Cake I Make for the Holidays,Laurel Randolph,"December 22, 2024","Easy Jam Cake Recipe
Prep Time: 15 mins; Cook Time: 25 mins; Total Time: 40 mins; Servings: 12
to 16 servings; Yield: 1 (9x13-inch) cake","Cooking spray, 1 (15.25-ounce) box spice cake mix, 3 large eggs, 1 cup water, 1/2 cup canola or vegetable oil, 1 cup blackberry jam, 1/2 cup (1 stick) unsalted butter, softened, 1 (13.4-ounce) can dulce de leche, 1/2 teaspoon salt, 1 1/2 cups (170g) powdered sugar","Calories: 395, Fat: 16g, Carbs: 59g, Protein: 4g","[{'name': 'Munni P', 'review': 'Absolutely delicious! The dulce de leche buttercream frosting was the perfect balance of sweetness and salt. It was rich, but not heavy, and it paired amazingly with the spiced cake and the jam. Some of the jam set at the bottom, but that was definitely on me - I swirled them more than they should have been. It still tasted amazing tho (it created a jammy bottom, which was actually really nice).'}]"
https://www.simplyrecipes.com/millionaire-bars-recipe-8756417,These Millionaire Bars Are My All-Time Favorite Dessert,"Combining tender, buttery shortbread, chewy and rich caramel, and creamy chocolate, millionaire bars (or millionaire shortbread) are worth their weight in gold. Anyone can make the dessert with this easy recipe.",Simply Recipes,These Millionaire Bars Are My All-Time Favorite Dessert,Stephanie A Ganz,"December 20, 2024","Millionaire Bars (Millionaire Shortbread) Recipe
Prep Time: 15 mins; Cook Time: 45 mins; Cooling: 90 mins; Total Time: 2 hrs 30 mins; Servings: 24 servings; Yield: 24 bars","Cooking spray, 1 1/2 cups (200g) all-purpose flour, 1 cup unsalted butter, chilled, 1 cup (114g) powdered sugar, 1/2 teaspoon kosher salt, 1 (14-ounce) can sweetened condensed milk, 2 tablespoons light corn syrup, 4 tablespoons unsalted butter, 1 teaspoon vanilla extract, 8 ounces bittersweet chocolate, roughly chopped, Flaky salt, for sprinkling","Calories: 271, Fat: 17g, Carbs: 27g, Protein: 4g",
https://www.simplyrecipes.com/potato-chip-cookies-recipe-8757786,The Easy Retro Cookie I’m Making for Christmas This Year,Crushed potato chips add delicious saltiness and crispy crunch to a buttery cookie base in these potato chip cookies. The recipe uses just five ingredients that are probably already in your pantry and fridge!,Simply Recipes,The Easy Retro Cookie I’m Making for Christmas This Year,Molly Allen,"December 13, 2024","Potato Chip Cookies Recipe (5 Ingredients)
Prep Time: 15 mins; Cook Time: 15 mins; Chill: 15 mins; Total Time: 45 mins; Servings: 18 servings; Yield: 18 cookies","2 sticks (8 ounces) salted butter, softened, 3/4 cup (150g) granulated sugar, 1 teaspoon vanilla extract, 1 3/4 cups (236g) all-purpose flour, 1 3/4 cups (90g) lightly crushed potato chips, Powdered sugar, for dusting, optional","Calories: 198, Fat: 12g, Carbs: 21g, Protein: 2g","[{'name': 'Dorothy Tubbs Brown', 'review': 'I always add chopped nuts to this recipe...walnuts, pecans, almonds, even peanuts!'}, {'name': 'Janetlea ', 'review': 'I add walnut pieces to my cookie dough'}, {'name': 'Laurel R', 'review': 'SO GOOD! I love salty and sweet, so these are right up my alley. I added flaky salt on top before adding the extra potato chips. Great texture!'}]"
https://www.simplyrecipes.com/ponderosa-cake-recipe-8760157,I’ve Been Making This Easy Coffee Cake Since College,"A cross between pillowy coffee cake and banana cake with the added bonus of chocolate chips, ponderosa cake is a British Columbia classic dessert.",Simply Recipes,I’ve Been Making This Easy Coffee Cake Since College,Kris Osborne,"December 20, 2024","Ponderosa Cake Recipe
Prep Time: 15 mins; Cook Time: 40 mins; Total Time: 55 mins; Servings: 18
to 24 servings; Yield: 1 (9x13-inch) cake","3 cups (375g) all-purpose flour, 2 teaspoons baking powder, 2 teaspoons baking soda, 1/2 teaspoon salt, 1/2 cup (107g) packed brown sugar, 1 teaspoon ground cinnamon, 2 sticks (1 cup) unsalted butter, room temperature, plus more for greasing, 1 1/2 cups (300g) sugar, 2 large eggs, room temperature, 3 medium to large ripe bananas, 1 teaspoon vanilla extract, 1 cup sour cream, room temperature, 1 cup (170g) semi-sweet chocolate chips","Calories: 263, Fat: 12g, Carbs: 37g, Protein: 3g","[{'name': 'Lindsey D', 'review': 'This was so good. It tasted like a lighter, fluffier banana bread. It had the texture of a coffee cake but the flavor of banana bread. It was not overly sweet, which surprised. It was very good with coffee.'}]"
https://www.simplyrecipes.com/martha-washington-candy-recipe-8756390,The Retro Dessert I Make Every Christmas,"It’s not Christmas without my grandmother’s Martha Washington balls. The easy candy recipe is a family favorite and combines chocolate, coconut, and nuts for a retro treat.",Simply Recipes,The Retro Dessert I Make Every Christmas,Jessica Furniss,"December 21, 2024","Martha Washington Candy Recipe
Prep Time: 30 mins; Cook Time: 2 mins; Chill: 60 mins; Total Time: 92 mins; Servings: 25 servings; Yield: 25 candies","2 cups (227g) powdered sugar, 4 tablespoons (1/2 stick) unsalted butter, melted, 7 ounces (1/2 can) sweetened condensed milk, 1/2 teaspoon vanilla extract, 1 cup coconut flakes (sweetened or unsweetened), 1 cup chopped pecans, 2 1/2 cups chocolate-flavored melting wafers (milk chocolate or dark chocolate), Chopped pecans, Coconut flakes, Sprinkles","Calories: 198, Fat: 11g, Carbs: 24g, Protein: 2g","[{'name': 'Monica ', 'review': 'I made these tonight for Christmas and they were amazing!!! I swapped out the vanilla extract for almond extract and used vanilla almond bark. Truly decadent and rich!!'}, {'name': 'Linda Hayes ', 'review': 'So simple I love it.'}]"
https://www.simplyrecipes.com/oreo-cheesecake-recipe-5225050,Bake This Oreo Cheesecake for All Cookies and Cream Fanatics ,"For cookies and cream fanatics, there’s nothing better than Oreo cheesecake. This cheesecake is baked in an Oreo crust and topped with white chocolate ganache, whipped cream, and even more Oreos.",Simply Recipes,Oreo Cheesecake,Mark Beahm,"May 05, 2024","Oreo Cheesecake Recipe
Prep Time: 75 mins; Cook Time: 75 mins; Cool and Chill Time: 6 hrs; Total Time: 8 hrs 30 mins; Servings: 16 servings; Yield: 1 (9 inch) cheesecake","20 Oreos, 1/4 cup (57g) unsalted butter, melted, 4 (8 ounce) packages full-fat cream cheese, softened, 1 cup (200g) granulated sugar, 3 tablespoons(35g) all-purpose flour, 5 large eggs, at room temperature, 1/3 cup (75g) sour cream, 1 tablespoon vanilla extract, 20 Oreos, 6 ounces (170g) white chocolate chips or chopped white chocolate, 1/3 cup (80ml) heavy cream, 1 cup (240ml) heavy cream, 2 tablespoons (14g) powdered sugar, 1 teaspoon vanilla extract, 6 Oreos","Calories: 876, Fat: 57g, Carbs: 83g, Protein: 11g",
