Handle,Title,Body (HTML),Vendor,Type,Tag,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping (Unstructured metafield),Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,URL
1987-hamer-chapparal-with-dragonskin-finish-by-jim-o-connor,1987 Hamer Chapparal with Dragonskin Finish by Jim O'Connor,"<div class=""item2-description__content""><b>Hamer Chapparal in one of a kind Dragonskin Finish by Jim O'Connor. S/S/H pickup configuration with set neck and Boomerrang inlays. Floyd Rose Tremolo. Some wear on back but no breaks or repairs and is in original condition. Comes with Trem arm and original Hamer hardshell case. Serial #718285</b></div>",River City Guitars LLC ,electric guitars,,TRUE,Model,Chapparal,Make,Hamer,Condition,Very Good,54890683,,,deny,manual,"5,499","5,499",TRUE,https://rvb-img.reverb.com/image/upload/s--dYsc4Ayd--/t_card-square/v1652311289/zwvjhjmfrassdb9a0vcl.jpg,6,1987 Hamer Chapparal with Dragonskin Finish by Jim O'Connor image 6,FALSE,1987 Hamer Chapparal with Dragonskin Finish by Jim O'Connor,Hamer Chapparal in one of a kind Dragonskin Finish by Jim O'Connor. S/S/H pickup configuration with set neck and Boomerrang inlays. Floyd Rose Tremolo. Some wear on back but no breaks or repairs and is in original condition. Comes with Trem arm and original Hamer hardshell case. Serial #718285,Home > Hamer > Hamer Electric Guitars,,,,,,Very Good,,,,,,,https://rvb-img.reverb.com/image/upload/s--dYsc4Ayd--/t_card-square/v1652311289/zwvjhjmfrassdb9a0vcl.jpg,,,,archived,https://reverb.com/item/54890683-1987-hamer-chapparal-with-dragonskin-finish-by-jim-o-connor?show_sold=true
1987-mosrite-jm-65-double-neck-joe-maphis-model,1987 Mosrite JM 65 Double Neck Joe Maphis Model,"<div class=""item2-description__content""><b>1987 Mosrite Joe Maphis JM 65 in excellent original condition. Very low production and is complete with original case and letters of provenance from Semie Moseley and Gruhn Guitars. Any questions please ask and we will be more than happy to get back to you.<br><br>Year: 1987<br>Serial # JM 16<br>Body and Neck: Maple w/walnut laminate<br>Fingerboard: Rosewood<br>Weight: 11 lbs<br>Short 6 string octave neck &amp; standard length 6 string neck. <br>All hardware and electronics original. </b></div>",River City Guitars LLC ,electric guitars,,TRUE,Model,JM 65,Make,Mosrite,Condition,Excellent,52060329,4989.52,,deny,manual,"5,499","5,499",TRUE,https://rvb-img.reverb.com/image/upload/s--ZN6VxCrA--/t_card-square/v1647298949/jovhbfht5ea757qnutsn.jpg,6,1987 Mosrite JM 65 Double Neck Joe Maphis Model image 6,FALSE,1987 Mosrite JM 65 Double Neck Joe Maphis Model,1987 Mosrite Joe Maphis JM 65 in excellent original condition. Very low production and is complete with original case and letters of provenance from Semie Moseley and Gruhn Guitars. Any questions please ask and we will be more than happy to get back to you. Year: 1987 Serial # JM 16 Body and Neck: Maple w/walnut laminate Fingerboard: Rosewood Weight: 11 lbs Short 6 string octave neck & standard length 6 string neck.  All hardware and electronics original.,Home > Mosrite > Mosrite Electric Guitars,,,,,,Excellent,,,,,,,https://rvb-img.reverb.com/image/upload/s--ZN6VxCrA--/t_card-square/v1647298949/jovhbfht5ea757qnutsn.jpg,11 lbs,,,archived,https://reverb.com/item/52060329-1987-mosrite-jm-65-double-neck-joe-maphis-model?show_sold=true
1987-hamer-chapparal-with-dragonskin-finish-by-jim-o-connor,1987 Hamer Chapparal with Dragonskin Finish by Jim O'Connor,"<div class=""item2-description__content""><b>Hamer Chapparal in one of a kind Dragonskin Finish by Jim O'Connor. S/S/H pickup configuration with set neck and Boomerrang inlays. Floyd Rose Tremolo. Some wear on back but no breaks or repairs and is in original condition. Comes with Trem arm and original Hamer hardshell case. Serial #718285</b></div>",River City Guitars LLC ,electric guitars,,TRUE,Model,Chapparal,Make,Hamer,Condition,Very Good,54890683,,,deny,manual,"5,499","5,499",TRUE,https://rvb-img.reverb.com/image/upload/s--Wr2JgMm_--/t_card-square/v1652311290/qs5m3thfu6ws5teiekoc.jpg,7,1987 Hamer Chapparal with Dragonskin Finish by Jim O'Connor image 7,FALSE,1987 Hamer Chapparal with Dragonskin Finish by Jim O'Connor,Hamer Chapparal in one of a kind Dragonskin Finish by Jim O'Connor. S/S/H pickup configuration with set neck and Boomerrang inlays. Floyd Rose Tremolo. Some wear on back but no breaks or repairs and is in original condition. Comes with Trem arm and original Hamer hardshell case. Serial #718285,Home > Hamer > Hamer Electric Guitars,,,,,,Very Good,,,,,,,https://rvb-img.reverb.com/image/upload/s--Wr2JgMm_--/t_card-square/v1652311290/qs5m3thfu6ws5teiekoc.jpg,,,,archived,https://reverb.com/item/54890683-1987-hamer-chapparal-with-dragonskin-finish-by-jim-o-connor?show_sold=true
1987-mosrite-jm-65-double-neck-joe-maphis-model,1987 Mosrite JM 65 Double Neck Joe Maphis Model,"<div class=""item2-description__content""><b>1987 Mosrite Joe Maphis JM 65 in excellent original condition. Very low production and is complete with original case and letters of provenance from Semie Moseley and Gruhn Guitars. Any questions please ask and we will be more than happy to get back to you.<br><br>Year: 1987<br>Serial # JM 16<br>Body and Neck: Maple w/walnut laminate<br>Fingerboard: Rosewood<br>Weight: 11 lbs<br>Short 6 string octave neck &amp; standard length 6 string neck. <br>All hardware and electronics original. </b></div>",River City Guitars LLC ,electric guitars,,TRUE,Model,JM 65,Make,Mosrite,Condition,Excellent,52060329,4989.52,,deny,manual,"5,499","5,499",TRUE,https://rvb-img.reverb.com/image/upload/s--IzQ8WDvp--/t_card-square/v1647298967/ffzhyhoo7qxfutergogi.jpg,7,1987 Mosrite JM 65 Double Neck Joe Maphis Model image 7,FALSE,1987 Mosrite JM 65 Double Neck Joe Maphis Model,1987 Mosrite Joe Maphis JM 65 in excellent original condition. Very low production and is complete with original case and letters of provenance from Semie Moseley and Gruhn Guitars. Any questions please ask and we will be more than happy to get back to you. Year: 1987 Serial # JM 16 Body and Neck: Maple w/walnut laminate Fingerboard: Rosewood Weight: 11 lbs Short 6 string octave neck & standard length 6 string neck.  All hardware and electronics original.,Home > Mosrite > Mosrite Electric Guitars,,,,,,Excellent,,,,,,,https://rvb-img.reverb.com/image/upload/s--IzQ8WDvp--/t_card-square/v1647298967/ffzhyhoo7qxfutergogi.jpg,11 lbs,,,archived,https://reverb.com/item/52060329-1987-mosrite-jm-65-double-neck-joe-maphis-model?show_sold=true
1987-hamer-chapparal-with-dragonskin-finish-by-jim-o-connor,1987 Hamer Chapparal with Dragonskin Finish by Jim O'Connor,"<div class=""item2-description__content""><b>Hamer Chapparal in one of a kind Dragonskin Finish by Jim O'Connor. S/S/H pickup configuration with set neck and Boomerrang inlays. Floyd Rose Tremolo. Some wear on back but no breaks or repairs and is in original condition. Comes with Trem arm and original Hamer hardshell case. Serial #718285</b></div>",River City Guitars LLC ,electric guitars,,TRUE,Model,Chapparal,Make,Hamer,Condition,Very Good,54890683,,,deny,manual,"5,499","5,499",TRUE,https://rvb-img.reverb.com/image/upload/s--qToHM0S8--/t_card-square/v1652311290/nwjpc4fwkw4pf07ee3mb.jpg,8,1987 Hamer Chapparal with Dragonskin Finish by Jim O'Connor image 8,FALSE,1987 Hamer Chapparal with Dragonskin Finish by Jim O'Connor,Hamer Chapparal in one of a kind Dragonskin Finish by Jim O'Connor. S/S/H pickup configuration with set neck and Boomerrang inlays. Floyd Rose Tremolo. Some wear on back but no breaks or repairs and is in original condition. Comes with Trem arm and original Hamer hardshell case. Serial #718285,Home > Hamer > Hamer Electric Guitars,,,,,,Very Good,,,,,,,https://rvb-img.reverb.com/image/upload/s--qToHM0S8--/t_card-square/v1652311290/nwjpc4fwkw4pf07ee3mb.jpg,,,,archived,https://reverb.com/item/54890683-1987-hamer-chapparal-with-dragonskin-finish-by-jim-o-connor?show_sold=true
1987-mosrite-jm-65-double-neck-joe-maphis-model,1987 Mosrite JM 65 Double Neck Joe Maphis Model,"<div class=""item2-description__content""><b>1987 Mosrite Joe Maphis JM 65 in excellent original condition. Very low production and is complete with original case and letters of provenance from Semie Moseley and Gruhn Guitars. Any questions please ask and we will be more than happy to get back to you.<br><br>Year: 1987<br>Serial # JM 16<br>Body and Neck: Maple w/walnut laminate<br>Fingerboard: Rosewood<br>Weight: 11 lbs<br>Short 6 string octave neck &amp; standard length 6 string neck. <br>All hardware and electronics original. </b></div>",River City Guitars LLC ,electric guitars,,TRUE,Model,JM 65,Make,Mosrite,Condition,Excellent,52060329,4989.52,,deny,manual,"5,499","5,499",TRUE,https://rvb-img.reverb.com/image/upload/s--BkdVZ5Cv--/t_card-square/v1647299003/nzxnhqsovhiu2rjjjzee.jpg,8,1987 Mosrite JM 65 Double Neck Joe Maphis Model image 8,FALSE,1987 Mosrite JM 65 Double Neck Joe Maphis Model,1987 Mosrite Joe Maphis JM 65 in excellent original condition. Very low production and is complete with original case and letters of provenance from Semie Moseley and Gruhn Guitars. Any questions please ask and we will be more than happy to get back to you. Year: 1987 Serial # JM 16 Body and Neck: Maple w/walnut laminate Fingerboard: Rosewood Weight: 11 lbs Short 6 string octave neck & standard length 6 string neck.  All hardware and electronics original.,Home > Mosrite > Mosrite Electric Guitars,,,,,,Excellent,,,,,,,https://rvb-img.reverb.com/image/upload/s--BkdVZ5Cv--/t_card-square/v1647299003/nzxnhqsovhiu2rjjjzee.jpg,11 lbs,,,archived,https://reverb.com/item/52060329-1987-mosrite-jm-65-double-neck-joe-maphis-model?show_sold=true
1987-hamer-chapparal-with-dragonskin-finish-by-jim-o-connor,1987 Hamer Chapparal with Dragonskin Finish by Jim O'Connor,"<div class=""item2-description__content""><b>Hamer Chapparal in one of a kind Dragonskin Finish by Jim O'Connor. S/S/H pickup configuration with set neck and Boomerrang inlays. Floyd Rose Tremolo. Some wear on back but no breaks or repairs and is in original condition. Comes with Trem arm and original Hamer hardshell case. Serial #718285</b></div>",River City Guitars LLC ,electric guitars,,TRUE,Model,Chapparal,Make,Hamer,Condition,Very Good,54890683,,,deny,manual,"5,499","5,499",TRUE,https://rvb-img.reverb.com/image/upload/s--OXm_yjxi--/t_card-square/v1652311292/mr2peqwwtj6qossf8xjq.jpg,9,1987 Hamer Chapparal with Dragonskin Finish by Jim O'Connor image 9,FALSE,1987 Hamer Chapparal with Dragonskin Finish by Jim O'Connor,Hamer Chapparal in one of a kind Dragonskin Finish by Jim O'Connor. S/S/H pickup configuration with set neck and Boomerrang inlays. Floyd Rose Tremolo. Some wear on back but no breaks or repairs and is in original condition. Comes with Trem arm and original Hamer hardshell case. Serial #718285,Home > Hamer > Hamer Electric Guitars,,,,,,Very Good,,,,,,,https://rvb-img.reverb.com/image/upload/s--OXm_yjxi--/t_card-square/v1652311292/mr2peqwwtj6qossf8xjq.jpg,,,,archived,https://reverb.com/item/54890683-1987-hamer-chapparal-with-dragonskin-finish-by-jim-o-connor?show_sold=true
1987-mosrite-jm-65-double-neck-joe-maphis-model,1987 Mosrite JM 65 Double Neck Joe Maphis Model,"<div class=""item2-description__content""><b>1987 Mosrite Joe Maphis JM 65 in excellent original condition. Very low production and is complete with original case and letters of provenance from Semie Moseley and Gruhn Guitars. Any questions please ask and we will be more than happy to get back to you.<br><br>Year: 1987<br>Serial # JM 16<br>Body and Neck: Maple w/walnut laminate<br>Fingerboard: Rosewood<br>Weight: 11 lbs<br>Short 6 string octave neck &amp; standard length 6 string neck. <br>All hardware and electronics original. </b></div>",River City Guitars LLC ,electric guitars,,TRUE,Model,JM 65,Make,Mosrite,Condition,Excellent,52060329,4989.52,,deny,manual,"5,499","5,499",TRUE,https://rvb-img.reverb.com/image/upload/s--cA3dSWId--/t_card-square/v1647299014/uzpsedakps6oac1o9mqg.jpg,9,1987 Mosrite JM 65 Double Neck Joe Maphis Model image 9,FALSE,1987 Mosrite JM 65 Double Neck Joe Maphis Model,1987 Mosrite Joe Maphis JM 65 in excellent original condition. Very low production and is complete with original case and letters of provenance from Semie Moseley and Gruhn Guitars. Any questions please ask and we will be more than happy to get back to you. Year: 1987 Serial # JM 16 Body and Neck: Maple w/walnut laminate Fingerboard: Rosewood Weight: 11 lbs Short 6 string octave neck & standard length 6 string neck.  All hardware and electronics original.,Home > Mosrite > Mosrite Electric Guitars,,,,,,Excellent,,,,,,,https://rvb-img.reverb.com/image/upload/s--cA3dSWId--/t_card-square/v1647299014/uzpsedakps6oac1o9mqg.jpg,11 lbs,,,archived,https://reverb.com/item/52060329-1987-mosrite-jm-65-double-neck-joe-maphis-model?show_sold=true
1987-hamer-chapparal-with-dragonskin-finish-by-jim-o-connor,1987 Hamer Chapparal with Dragonskin Finish by Jim O'Connor,"<div class=""item2-description__content""><b>Hamer Chapparal in one of a kind Dragonskin Finish by Jim O'Connor. S/S/H pickup configuration with set neck and Boomerrang inlays. Floyd Rose Tremolo. Some wear on back but no breaks or repairs and is in original condition. Comes with Trem arm and original Hamer hardshell case. Serial #718285</b></div>",River City Guitars LLC ,electric guitars,,TRUE,Model,Chapparal,Make,Hamer,Condition,Very Good,54890683,,,deny,manual,"5,499","5,499",TRUE,https://rvb-img.reverb.com/image/upload/s--tfdDnNrU--/t_card-square/v1652311292/s4r8jxi4vtwvs5fgiqu1.jpg,10,1987 Hamer Chapparal with Dragonskin Finish by Jim O'Connor image 10,FALSE,1987 Hamer Chapparal with Dragonskin Finish by Jim O'Connor,Hamer Chapparal in one of a kind Dragonskin Finish by Jim O'Connor. S/S/H pickup configuration with set neck and Boomerrang inlays. Floyd Rose Tremolo. Some wear on back but no breaks or repairs and is in original condition. Comes with Trem arm and original Hamer hardshell case. Serial #718285,Home > Hamer > Hamer Electric Guitars,,,,,,Very Good,,,,,,,https://rvb-img.reverb.com/image/upload/s--tfdDnNrU--/t_card-square/v1652311292/s4r8jxi4vtwvs5fgiqu1.jpg,,,,archived,https://reverb.com/item/54890683-1987-hamer-chapparal-with-dragonskin-finish-by-jim-o-connor?show_sold=true
1987-mosrite-jm-65-double-neck-joe-maphis-model,1987 Mosrite JM 65 Double Neck Joe Maphis Model,"<div class=""item2-description__content""><b>1987 Mosrite Joe Maphis JM 65 in excellent original condition. Very low production and is complete with original case and letters of provenance from Semie Moseley and Gruhn Guitars. Any questions please ask and we will be more than happy to get back to you.<br><br>Year: 1987<br>Serial # JM 16<br>Body and Neck: Maple w/walnut laminate<br>Fingerboard: Rosewood<br>Weight: 11 lbs<br>Short 6 string octave neck &amp; standard length 6 string neck. <br>All hardware and electronics original. </b></div>",River City Guitars LLC ,electric guitars,,TRUE,Model,JM 65,Make,Mosrite,Condition,Excellent,52060329,4989.52,,deny,manual,"5,499","5,499",TRUE,https://rvb-img.reverb.com/image/upload/s--fBrvhsbr--/t_card-square/v1647299123/wcum4yg1prawtembsowt.jpg,10,1987 Mosrite JM 65 Double Neck Joe Maphis Model image 10,FALSE,1987 Mosrite JM 65 Double Neck Joe Maphis Model,1987 Mosrite Joe Maphis JM 65 in excellent original condition. Very low production and is complete with original case and letters of provenance from Semie Moseley and Gruhn Guitars. Any questions please ask and we will be more than happy to get back to you. Year: 1987 Serial # JM 16 Body and Neck: Maple w/walnut laminate Fingerboard: Rosewood Weight: 11 lbs Short 6 string octave neck & standard length 6 string neck.  All hardware and electronics original.,Home > Mosrite > Mosrite Electric Guitars,,,,,,Excellent,,,,,,,https://rvb-img.reverb.com/image/upload/s--fBrvhsbr--/t_card-square/v1647299123/wcum4yg1prawtembsowt.jpg,11 lbs,,,archived,https://reverb.com/item/52060329-1987-mosrite-jm-65-double-neck-joe-maphis-model?show_sold=true
1987-hamer-chapparal-with-dragonskin-finish-by-jim-o-connor,1987 Hamer Chapparal with Dragonskin Finish by Jim O'Connor,"<div class=""item2-description__content""><b>Hamer Chapparal in one of a kind Dragonskin Finish by Jim O'Connor. S/S/H pickup configuration with set neck and Boomerrang inlays. Floyd Rose Tremolo. Some wear on back but no breaks or repairs and is in original condition. Comes with Trem arm and original Hamer hardshell case. Serial #718285</b></div>",River City Guitars LLC ,electric guitars,,TRUE,Model,Chapparal,Make,Hamer,Condition,Very Good,54890683,,,deny,manual,"5,499","5,499",TRUE,https://rvb-img.reverb.com/image/upload/s--Xbcd6rfw--/t_card-square/v1652311293/xajqgieegbrafult0qsj.jpg,11,1987 Hamer Chapparal with Dragonskin Finish by Jim O'Connor image 11,FALSE,1987 Hamer Chapparal with Dragonskin Finish by Jim O'Connor,Hamer Chapparal in one of a kind Dragonskin Finish by Jim O'Connor. S/S/H pickup configuration with set neck and Boomerrang inlays. Floyd Rose Tremolo. Some wear on back but no breaks or repairs and is in original condition. Comes with Trem arm and original Hamer hardshell case. Serial #718285,Home > Hamer > Hamer Electric Guitars,,,,,,Very Good,,,,,,,https://rvb-img.reverb.com/image/upload/s--Xbcd6rfw--/t_card-square/v1652311293/xajqgieegbrafult0qsj.jpg,,,,archived,https://reverb.com/item/54890683-1987-hamer-chapparal-with-dragonskin-finish-by-jim-o-connor?show_sold=true
1987-mosrite-jm-65-double-neck-joe-maphis-model,1987 Mosrite JM 65 Double Neck Joe Maphis Model,"<div class=""item2-description__content""><b>1987 Mosrite Joe Maphis JM 65 in excellent original condition. Very low production and is complete with original case and letters of provenance from Semie Moseley and Gruhn Guitars. Any questions please ask and we will be more than happy to get back to you.<br><br>Year: 1987<br>Serial # JM 16<br>Body and Neck: Maple w/walnut laminate<br>Fingerboard: Rosewood<br>Weight: 11 lbs<br>Short 6 string octave neck &amp; standard length 6 string neck. <br>All hardware and electronics original. </b></div>",River City Guitars LLC ,electric guitars,,TRUE,Model,JM 65,Make,Mosrite,Condition,Excellent,52060329,4989.52,,deny,manual,"5,499","5,499",TRUE,https://rvb-img.reverb.com/image/upload/s--pMnd2yv7--/t_card-square/v1647299022/vnp7lwtinppoz5sf6xt3.jpg,11,1987 Mosrite JM 65 Double Neck Joe Maphis Model image 11,FALSE,1987 Mosrite JM 65 Double Neck Joe Maphis Model,1987 Mosrite Joe Maphis JM 65 in excellent original condition. Very low production and is complete with original case and letters of provenance from Semie Moseley and Gruhn Guitars. Any questions please ask and we will be more than happy to get back to you. Year: 1987 Serial # JM 16 Body and Neck: Maple w/walnut laminate Fingerboard: Rosewood Weight: 11 lbs Short 6 string octave neck & standard length 6 string neck.  All hardware and electronics original.,Home > Mosrite > Mosrite Electric Guitars,,,,,,Excellent,,,,,,,https://rvb-img.reverb.com/image/upload/s--pMnd2yv7--/t_card-square/v1647299022/vnp7lwtinppoz5sf6xt3.jpg,11 lbs,,,archived,https://reverb.com/item/52060329-1987-mosrite-jm-65-double-neck-joe-maphis-model?show_sold=true
1987-hamer-chapparal-with-dragonskin-finish-by-jim-o-connor,1987 Hamer Chapparal with Dragonskin Finish by Jim O'Connor,"<div class=""item2-description__content""><b>Hamer Chapparal in one of a kind Dragonskin Finish by Jim O'Connor. S/S/H pickup configuration with set neck and Boomerrang inlays. Floyd Rose Tremolo. Some wear on back but no breaks or repairs and is in original condition. Comes with Trem arm and original Hamer hardshell case. Serial #718285</b></div>",River City Guitars LLC ,electric guitars,,TRUE,Model,Chapparal,Make,Hamer,Condition,Very Good,54890683,,,deny,manual,"5,499","5,499",TRUE,https://rvb-img.reverb.com/image/upload/s--k_KJ5gAS--/t_card-square/v1652311294/k01eonyviox8p5hbj2ib.jpg,12,1987 Hamer Chapparal with Dragonskin Finish by Jim O'Connor image 12,FALSE,1987 Hamer Chapparal with Dragonskin Finish by Jim O'Connor,Hamer Chapparal in one of a kind Dragonskin Finish by Jim O'Connor. S/S/H pickup configuration with set neck and Boomerrang inlays. Floyd Rose Tremolo. Some wear on back but no breaks or repairs and is in original condition. Comes with Trem arm and original Hamer hardshell case. Serial #718285,Home > Hamer > Hamer Electric Guitars,,,,,,Very Good,,,,,,,https://rvb-img.reverb.com/image/upload/s--k_KJ5gAS--/t_card-square/v1652311294/k01eonyviox8p5hbj2ib.jpg,,,,archived,https://reverb.com/item/54890683-1987-hamer-chapparal-with-dragonskin-finish-by-jim-o-connor?show_sold=true
1987-mosrite-jm-65-double-neck-joe-maphis-model,1987 Mosrite JM 65 Double Neck Joe Maphis Model,"<div class=""item2-description__content""><b>1987 Mosrite Joe Maphis JM 65 in excellent original condition. Very low production and is complete with original case and letters of provenance from Semie Moseley and Gruhn Guitars. Any questions please ask and we will be more than happy to get back to you.<br><br>Year: 1987<br>Serial # JM 16<br>Body and Neck: Maple w/walnut laminate<br>Fingerboard: Rosewood<br>Weight: 11 lbs<br>Short 6 string octave neck &amp; standard length 6 string neck. <br>All hardware and electronics original. </b></div>",River City Guitars LLC ,electric guitars,,TRUE,Model,JM 65,Make,Mosrite,Condition,Excellent,52060329,4989.52,,deny,manual,"5,499","5,499",TRUE,https://rvb-img.reverb.com/image/upload/s--EV0X0dXn--/t_card-square/v1647299047/berfsmwrzpilghrkmo9z.jpg,12,1987 Mosrite JM 65 Double Neck Joe Maphis Model image 12,FALSE,1987 Mosrite JM 65 Double Neck Joe Maphis Model,1987 Mosrite Joe Maphis JM 65 in excellent original condition. Very low production and is complete with original case and letters of provenance from Semie Moseley and Gruhn Guitars. Any questions please ask and we will be more than happy to get back to you. Year: 1987 Serial # JM 16 Body and Neck: Maple w/walnut laminate Fingerboard: Rosewood Weight: 11 lbs Short 6 string octave neck & standard length 6 string neck.  All hardware and electronics original.,Home > Mosrite > Mosrite Electric Guitars,,,,,,Excellent,,,,,,,https://rvb-img.reverb.com/image/upload/s--EV0X0dXn--/t_card-square/v1647299047/berfsmwrzpilghrkmo9z.jpg,11 lbs,,,archived,https://reverb.com/item/52060329-1987-mosrite-jm-65-double-neck-joe-maphis-model?show_sold=true
1987-mosrite-jm-65-double-neck-joe-maphis-model,1987 Mosrite JM 65 Double Neck Joe Maphis Model,"<div class=""item2-description__content""><b>1987 Mosrite Joe Maphis JM 65 in excellent original condition. Very low production and is complete with original case and letters of provenance from Semie Moseley and Gruhn Guitars. Any questions please ask and we will be more than happy to get back to you.<br><br>Year: 1987<br>Serial # JM 16<br>Body and Neck: Maple w/walnut laminate<br>Fingerboard: Rosewood<br>Weight: 11 lbs<br>Short 6 string octave neck &amp; standard length 6 string neck. <br>All hardware and electronics original. </b></div>",River City Guitars LLC ,electric guitars,,TRUE,Model,JM 65,Make,Mosrite,Condition,Excellent,52060329,4989.52,,deny,manual,"5,499","5,499",TRUE,https://rvb-img.reverb.com/image/upload/s--MmqWToW9--/t_card-square/v1647299071/ctvjoaifzbgajf5zdapt.jpg,13,1987 Mosrite JM 65 Double Neck Joe Maphis Model image 13,FALSE,1987 Mosrite JM 65 Double Neck Joe Maphis Model,1987 Mosrite Joe Maphis JM 65 in excellent original condition. Very low production and is complete with original case and letters of provenance from Semie Moseley and Gruhn Guitars. Any questions please ask and we will be more than happy to get back to you. Year: 1987 Serial # JM 16 Body and Neck: Maple w/walnut laminate Fingerboard: Rosewood Weight: 11 lbs Short 6 string octave neck & standard length 6 string neck.  All hardware and electronics original.,Home > Mosrite > Mosrite Electric Guitars,,,,,,Excellent,,,,,,,https://rvb-img.reverb.com/image/upload/s--MmqWToW9--/t_card-square/v1647299071/ctvjoaifzbgajf5zdapt.jpg,11 lbs,,,archived,https://reverb.com/item/52060329-1987-mosrite-jm-65-double-neck-joe-maphis-model?show_sold=true
1987-mosrite-jm-65-double-neck-joe-maphis-model,1987 Mosrite JM 65 Double Neck Joe Maphis Model,"<div class=""item2-description__content""><b>1987 Mosrite Joe Maphis JM 65 in excellent original condition. Very low production and is complete with original case and letters of provenance from Semie Moseley and Gruhn Guitars. Any questions please ask and we will be more than happy to get back to you.<br><br>Year: 1987<br>Serial # JM 16<br>Body and Neck: Maple w/walnut laminate<br>Fingerboard: Rosewood<br>Weight: 11 lbs<br>Short 6 string octave neck &amp; standard length 6 string neck. <br>All hardware and electronics original. </b></div>",River City Guitars LLC ,electric guitars,,TRUE,Model,JM 65,Make,Mosrite,Condition,Excellent,52060329,4989.52,,deny,manual,"5,499","5,499",TRUE,https://rvb-img.reverb.com/image/upload/s--4-NXlDcV--/t_card-square/v1647299094/cpuxwpflkezqwspp7vbt.jpg,14,1987 Mosrite JM 65 Double Neck Joe Maphis Model image 14,FALSE,1987 Mosrite JM 65 Double Neck Joe Maphis Model,1987 Mosrite Joe Maphis JM 65 in excellent original condition. Very low production and is complete with original case and letters of provenance from Semie Moseley and Gruhn Guitars. Any questions please ask and we will be more than happy to get back to you. Year: 1987 Serial # JM 16 Body and Neck: Maple w/walnut laminate Fingerboard: Rosewood Weight: 11 lbs Short 6 string octave neck & standard length 6 string neck.  All hardware and electronics original.,Home > Mosrite > Mosrite Electric Guitars,,,,,,Excellent,,,,,,,https://rvb-img.reverb.com/image/upload/s--4-NXlDcV--/t_card-square/v1647299094/cpuxwpflkezqwspp7vbt.jpg,11 lbs,,,archived,https://reverb.com/item/52060329-1987-mosrite-jm-65-double-neck-joe-maphis-model?show_sold=true
1987-mosrite-jm-65-double-neck-joe-maphis-model,1987 Mosrite JM 65 Double Neck Joe Maphis Model,"<div class=""item2-description__content""><b>1987 Mosrite Joe Maphis JM 65 in excellent original condition. Very low production and is complete with original case and letters of provenance from Semie Moseley and Gruhn Guitars. Any questions please ask and we will be more than happy to get back to you.<br><br>Year: 1987<br>Serial # JM 16<br>Body and Neck: Maple w/walnut laminate<br>Fingerboard: Rosewood<br>Weight: 11 lbs<br>Short 6 string octave neck &amp; standard length 6 string neck. <br>All hardware and electronics original. </b></div>",River City Guitars LLC ,electric guitars,,TRUE,Model,JM 65,Make,Mosrite,Condition,Excellent,52060329,4989.52,,deny,manual,"5,499","5,499",TRUE,https://rvb-img.reverb.com/image/upload/s--8eE6E67m--/t_card-square/v1647299114/gcwurhnzbwwmzczczvan.jpg,15,1987 Mosrite JM 65 Double Neck Joe Maphis Model image 15,FALSE,1987 Mosrite JM 65 Double Neck Joe Maphis Model,1987 Mosrite Joe Maphis JM 65 in excellent original condition. Very low production and is complete with original case and letters of provenance from Semie Moseley and Gruhn Guitars. Any questions please ask and we will be more than happy to get back to you. Year: 1987 Serial # JM 16 Body and Neck: Maple w/walnut laminate Fingerboard: Rosewood Weight: 11 lbs Short 6 string octave neck & standard length 6 string neck.  All hardware and electronics original.,Home > Mosrite > Mosrite Electric Guitars,,,,,,Excellent,,,,,,,https://rvb-img.reverb.com/image/upload/s--8eE6E67m--/t_card-square/v1647299114/gcwurhnzbwwmzczczvan.jpg,11 lbs,,,archived,https://reverb.com/item/52060329-1987-mosrite-jm-65-double-neck-joe-maphis-model?show_sold=true
